Time_Stamp,FlexFinger,ForcePalm,Trimming_Id
0,397,518,0
34,397,501,0
67,398,484,0
100,398,465,0
134,399,455,0
167,398,440,0
199,398,433,0
233,399,443,0
266,398,452,0
298,396,522,0
333,393,869,0
369,384,1023,0
398,373,1023,0
433,352,1023,0
466,335,1023,0
499,325,1023,0
533,320,1023,0
568,316,1023,0
598,314,1023,0
693,314,1023,0
701,314,1023,0
733,316,1023,0
769,316,1023,0
799,317,1023,0
833,319,1023,0
865,321,1023,0
902,322,1023,0
932,323,1023,0
967,324,1023,0
1002,325,1023,0
1035,324,1023,0
1067,325,1023,0
1099,324,1023,0
1132,324,1023,0
1167,323,1023,0
1200,322,1023,0
1234,321,1023,0
1267,320,1023,0
1299,321,1023,0
1332,321,1023,0
1366,321,1023,0
1399,321,1023,0
1434,320,1023,0
1466,321,1023,0
1500,320,1023,0
1532,321,1023,0
1566,321,1023,0
1598,321,1023,0
1634,321,1023,0
1667,321,1023,0
1701,321,1023,0
1731,320,1023,0
1766,320,1023,0
1798,321,1023,0
1833,320,1023,0
1866,320,1023,0
1899,320,1023,0
1932,320,1023,0
1965,321,1023,0
1997,320,1023,0
2032,320,1023,0
2067,320,1023,0
2102,321,1023,0
2132,320,1023,0
2167,320,1023,0
2199,320,1023,0
2241,319,1023,0
2266,320,1023,0
2302,320,1023,0
2334,320,1023,0
2367,320,1023,0
2399,320,1023,0
2434,320,1023,0
2466,319,1023,0
2501,320,1023,0
2532,321,1023,0
2567,320,1023,0
2599,320,1023,0
2633,320,1023,0
2666,320,1023,0
2701,319,1023,0
2735,320,1023,0
2767,320,1023,0
2799,320,1023,0
2832,320,1023,0
2865,320,1023,0
2899,319,1023,0
2934,320,1023,0
2967,320,1023,0
2999,320,1023,0
3032,320,1023,0
3066,320,1023,0
3107,320,1023,0
3134,320,1023,0
3169,320,1023,0
3199,319,1023,0
3233,319,1023,0
3266,319,1023,0
3299,320,1023,0
3333,319,1023,0
3368,319,1023,0
3402,319,1023,0
3433,319,1023,0
3466,320,1023,0
3505,320,1023,0
3532,319,1023,0
3566,320,1023,0
3599,320,1023,0
3635,319,1023,0
3667,319,1023,0
3700,319,1023,0
3732,319,1023,0
3765,319,1023,0
3799,319,1023,0
3833,319,1023,0
3865,319,1023,0
3899,318,1023,0
3934,319,1023,0
4002,319,1023,0
4038,319,1023,0
4067,319,1023,0
4100,319,1023,0
4132,319,1023,0
4168,319,1023,0
4201,319,1023,0
4233,319,1023,0
4269,319,1023,0
4301,320,1023,0
4333,319,1023,0
4367,319,1023,0
4400,319,1023,0
4433,318,1023,0
4467,319,1023,0
4502,319,1023,0
4535,318,1023,0
4568,319,1023,0
4600,318,1023,0
4635,319,1023,0
4668,319,1023,0
4702,318,1023,0
4735,319,1023,0
4768,318,1023,0
4801,319,1023,0
4835,318,1023,0
4867,319,1023,0
4903,318,1023,0
4936,318,1023,0
4968,318,1023,0
5003,318,1023,0
5035,319,1023,0
5066,319,1023,0
5102,318,1023,0
5136,318,1023,0
5169,319,1023,0
5209,319,1023,0
5233,318,1023,0
5267,318,1023,0
5302,318,1023,0
5335,320,1023,0
5370,318,1023,0
5400,319,1023,0
5434,318,1023,0
5467,319,1023,1
5500,319,1023,1
5535,318,1023,1
5567,319,1023,1
5598,318,1023,1
5633,318,1023,1
5665,319,1023,1
5700,318,1023,1
5733,318,1023,1
5768,318,1023,1
5799,318,1023,1
5833,318,1023,1
5867,318,1023,1
5898,318,1023,1
5933,318,1023,1
5968,318,1023,1
6000,319,1023,1
6035,318,1023,1
6066,318,1023,1
6099,319,1023,1
6133,318,1023,1
6166,318,1023,1
6201,318,1023,1
6249,318,1023,1
6266,318,1023,1
6298,318,1023,1
6333,318,1023,1
6366,318,1023,1
6400,318,1023,1
6436,318,1023,1
6470,318,1023,1
6500,318,1023,1
6532,318,1023,1
6566,318,1023,1
6598,318,1023,1
6635,318,1023,1
6668,318,1023,1
6701,318,1023,1
6734,318,1023,1
6767,318,1023,1
6798,318,1023,1
6834,318,1023,1
6866,318,1023,1
6902,318,1023,1
6935,318,1023,1
6966,319,1023,1
6999,318,1023,1
7034,319,1023,1
7067,318,1023,1
7099,318,1023,1
7132,318,1023,1
7169,318,1023,1
7198,317,1023,1
7232,318,1023,1
7267,318,1023,1
7301,318,1023,1
7333,318,1023,1
7367,318,1023,1
7406,318,1023,1
